"N1,C,10","N2,C,15","N3,C,17","N4,C,17","N5,C,17","N6,C,17","N7,C,17","N8,C,18","N9,C,17",,,"N10,C,30","N11,C,17","N12,C,18","N13,C,18","N14,C,14","N15,C,15","N16,C,19",,,,,,,"N17,C,10","N18,C,9",,,,"N21,C,1","N22,C,16","N23,C,16",,,,,,,
270,269,1.159945055,1,1,4,2,4,1,5,4,0,1.675817691,0.388964678,2.064782369,1.6758,2.109,100,5,1.675817691,-2.44249E-15,2.064782369,2.598526445,,,,,,,,,,,,,,,,
271,270,1.159945055,1,1,4,1,4,1,5,4,0,1.51782774,0.352294513,1.870122254,1.5178,1.91,100,5,1.51782774,0,1.870122254,2.353546894,,,,,,,,,,,,,,,,
272,271,1.159945055,1,1,4,1,4,1,5,4,0,1.51782774,0.352294513,1.870122254,1.5178,1.91,100,5,1.51782774,0,1.870122254,2.353546894,,,,,,,,,,,,,,,,
273,272,1.159945055,1,1,4,2,4,1,5,4,0,1.675817691,0.388964678,2.064782369,1.6758,2.109,100,5,1.675817691,-2.44249E-15,2.064782369,2.598526445,,,,,,,,,,,,,,,,
274,273,1.159945055,1,1,4,3,4,1,5,4,0,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
275,274,1.159945055,1,1,4,3,4,1,5,4,0,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
276,275,1.159945055,1,1,4,1,4,1,5,4,0,1.51782774,0.352294513,1.870122254,1.5178,1.91,100,5,1.51782774,0,1.870122254,2.353546894,,,,,,,,,,,,,,,,
277,276,1.159945055,1,1,4,1,4,1,5,4,0,1.910184618,0.443362276,2.353546894,1.5178,1.91,100,5,1.51782774,0.392356878,1.870122254,2.353546894,,,,,,,,,,,,,,,,
278,277,1.159945055,1,1,4,3,4,1,5,4,0,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
279,278,1.159945055,1,1,4,2,4,1,5,4,0,2.109014806,0.489511639,2.598526445,1.6758,2.109,100,5,1.675817691,0.433197115,2.064782369,2.598526445,,,,,,,,,,,,,,,,
280,279,1.194448725,1,1,4,2,4,1,5,4,0,1.682849801,0.381932569,2.064782369,1.6828,2.118,100,5,1.682849801,-3.33067E-15,2.064782369,2.598526445,,,,,,,,,,,,,,,,
281,280,1.194448725,5,4,4,1,4,1,5,4,0,2.338312216,0.530693584,2.869005799,2.3383,2.943,100,5,2.338312216,-5.32907E-15,2.869005799,3.610640788,,,,,,,,,,,,,,,,
282,281,1.194448725,4,3,4,1,4,1,5,4,0,2.173751126,0.493345485,2.667096611,2.1738,2.736,100,5,2.173751126,-4.44089E-15,2.667096611,3.356538286,,,,,,,,,,,,,,,,
283,282,1.194448725,5,4,4,1,4,1,5,4,0,2.338312216,0.530693584,2.869005799,2.3383,2.943,100,5,2.338312216,-5.32907E-15,2.869005799,3.610640788,,,,,,,,,,,,,,,,
284,283,1.194448725,4,3,4,1,4,1,5,4,0,2.173751126,0.493345485,2.667096611,2.1738,2.736,100,5,2.173751126,-4.44089E-15,2.667096611,3.356538286,,,,,,,,,,,,,,,,
285,284,1.159945055,4,5,4,5,4,1,5,4,3850.256197,2.930466571,0.680174217,3.610640788,2.9305,3.688,100,5,2.930466571,0,3.610640788,4.543987642,,,,,,,,,,,,,,,,
286,285,1.159945055,4,5,4,5,4,1,5,4,3417.665021,2.930466571,0.680174217,3.610640788,2.9305,3.688,100,5,2.930466571,0,3.610640788,4.543987642,,,,,,,,,,,,,,,,
287,286,1.159945055,3,4,4,5,4,1,5,4,0,2.724232019,0.632306268,3.356538286,2.7242,3.428,100,5,2.724232019,0,3.356538286,4.224199911,,,,,,,,,,,,,,,,
288,287,1.159945055,3,4,4,2,4,1,5,4,0,2.389986899,0.554726501,2.9447134,2.39,3.008,100,5,2.389986899,0,2.9447134,3.705918724,,,,,,,,,,,,,,,,
289,288,1.159945055,4,5,4,4,4,1,5,4,3782.879687,2.838523434,0.658833809,3.497357243,2.8385,3.572,100,5,2.838523434,-4.88498E-15,3.497357243,4.401420421,,,,,,,,,,,,,,,,
290,289,5,3,3,4,4,5,1,5,5,3956.102073,3.221389319,0,3.221389319,3.2214,4.054,100,5,3.221389319,0,3.221389319,4.054115078,,,,,,,,,,,,,,,,
291,290,5,2,2,4,4,5,1,5,5,3982.890287,2.869005799,0,2.869005799,2.869,3.611,100,5,2.869005799,3.9968E-15,2.869005799,3.610640788,,,,,,,,,,,,,,,,
292,291,5,2,2,4,4,5,1,5,5,3822.285534,2.869005799,0,2.869005799,2.869,3.611,100,5,2.869005799,3.9968E-15,2.869005799,3.610640788,,,,,,,,,,,,,,,,
293,292,5,2,2,5,1,5,1,5,5,3734.69238,2.429781066,0,2.429781066,2.4298,3.058,100,5,2.429781066,0,2.429781066,3.057876922,,,,,,,,,,,,,,,,
294,293,5,2,2,5,3,5,1,5,5,3931.96425,2.842675737,0,2.842675737,2.8427,3.578,100,5,2.842675737,0,2.842675737,3.577504432,,,,,,,,,,,,,,,,
295,294,5,2,2,5,3,5,1,5,5,4062.568936,2.842675737,0,2.842675737,2.8427,3.578,100,5,2.842675737,0,2.842675737,3.577504432,,,,,,,,,,,,,,,,
296,295,5,2,2,5,5,5,1,5,5,4040.061446,3.057876922,0,3.057876922,3.0579,3.848,100,5,3.057876922,0,3.057876922,3.848334897,,,,,,,,,,,,,,,,
297,296,5,1,1,5,4,4,1,5,4,4040.061446,2.353546894,0,2.353546894,2.3535,2.962,100,5,2.353546894,0,2.353546894,2.961936296,,,,,,,,,,,,,,,,
298,297,5,1,1,5,4,3,1,5,1,3974.971972,2.258782763,0,2.258782763,2.2588,2.843,100,5,1.930697729,0.328085034,2.258782763,2.842675737,,,,,,,,,,,,,,,,
299,298,5,1,1,5,2,3,1,5,1,3987.789855,2.045833001,0,2.045833001,2.0458,2.575,100,5,1.748678622,0.297154379,2.045833001,2.574678685,,,,,,,,,,,,,,,,
300,299,5,1,1,5,4,3,1,5,1,3913.916303,2.258782763,0,2.258782763,2.2588,2.843,100,5,1.930697729,0.328085034,2.258782763,2.842675737,,,,,,,,,,,,,,,,
301,300,5,1,1,5,4,3,1,5,1,3954.991056,2.258782763,0,2.258782763,2.2588,2.843,100,5,1.930697729,0.328085034,2.258782763,2.842675737,,,,,,,,,,,,,,,,
302,301,5,1,1,5,2,3,1,5,1,3900.522434,2.574678685,0,2.574678685,2.0458,2.575,100,5,1.748678622,0.826000063,2.045833001,2.574678685,,,,,,,,,,,,,,,,
303,302,5,1,1,5,1,3,1,5,1,3890.425422,1.852959362,0,1.852959362,1.853,2.332,100,5,1.583819609,0.269139753,1.852959362,2.331947413,,,,,,,,,,,,,,,,
304,303,5,2,2,5,5,3,1,5,1,3928.191889,2.842675737,0,2.842675737,2.8427,3.578,100,5,2.429781066,0.412894671,2.842675737,3.577504432,,,,,,,,,,,,,,,,
305,304,5,1,1,5,5,3,1,5,1,3854.70574,2.331947413,0,2.331947413,2.3319,2.935,100,5,1.993235316,0.338712097,2.331947413,2.934753372,,,,,,,,,,,,,,,,
306,305,5,2,1,5,3,3,1,5,1,3833.366412,2.393483066,0,2.393483066,2.3935,3.012,100,5,2.045833001,0.347650065,2.393483066,3.012195926,,,,,,,,,,,,,,,,
307,306,5,2,2,5,3,3,1,5,1,3874.227106,2.642619554,0,2.642619554,2.6426,3.326,100,5,2.258782763,0.383836791,2.642619554,3.325733936,,,,,,,,,,,,,,,,
308,307,1.159945055,2,4,3,4,4,1,5,4,4020.57794,2.389986899,0.554726501,2.9447134,2.39,3.008,100,5,2.389986899,0,2.9447134,3.705918724,,,,,,,,,,,,,,,,
309,308,1.159945055,3,4,4,4,4,1,5,4,4084.456867,2.638759473,0.612467713,3.251227186,2.6388,3.321,100,5,2.638759473,0,3.251227186,4.091666002,,,,,,,,,,,,,,,,
310,309,1.159945055,3,4,4,4,4,1,5,4,4148.335795,2.638759473,0.612467713,3.251227186,2.6388,3.321,100,5,2.638759473,0,3.251227186,4.091666002,,,,,,,,,,,,,,,,
311,310,1.194448725,5,4,4,3,4,1,5,4,0,2.735663511,0.620874775,3.356538286,2.7357,3.443,100,5,2.735663511,0,3.356538286,4.224199911,,,,,,,,,,,,,,,,
312,311,1.194448725,5,4,4,4,4,1,5,4,0,2.850434519,0.646922725,3.497357243,2.8504,3.587,100,5,2.850434519,3.9968E-15,3.497357243,4.401420421,,,,,,,,,,,,,,,,
313,312,1.194448725,4,3,4,1,4,1,5,4,0,2.173751126,0.493345485,2.667096611,2.1738,2.736,100,5,2.173751126,-4.44089E-15,2.667096611,3.356538286,,,,,,,,,,,,,,,,
314,313,1.159945055,4,3,4,1,4,1,5,4,0,2.164667692,0.502428919,2.667096611,2.1647,2.724,100,5,2.164667692,0,2.667096611,3.356538286,,,,,,,,,,,,,,,,
315,314,1.159945055,4,3,4,2,4,1,5,4,0,2.389986899,0.554726501,2.9447134,2.39,3.008,100,5,2.389986899,0,2.9447134,3.705918724,,,,,,,,,,,,,,,,
316,315,1.159945055,3,3,3,2,4,1,5,4,0,2.201398866,0.510954387,2.712353253,2.2014,2.77,100,5,2.201398866,0,2.712353253,3.413493723,,,,,,,,,,,,,,,,
317,316,1.159945055,2,4,3,2,4,1,5,4,4020.57794,2.164667692,0.502428919,2.667096611,2.1647,2.724,100,5,2.164667692,0,2.667096611,3.356538286,,,,,,,,,,,,,,,,
318,317,1.159945055,4,5,3,2,4,1,5,4,3946.039349,2.467401406,0.57269475,3.040096156,2.4674,3.105,100,5,2.467401406,4.44089E-15,3.040096156,3.825957822,,,,,,,,,,,,,,,,
319,318,1.159945055,4,5,3,2,4,1,5,4,4105.322834,2.467401406,0.57269475,3.040096156,2.4674,3.105,100,5,2.467401406,4.44089E-15,3.040096156,3.825957822,,,,,,,,,,,,,,,,
320,319,1.159945055,4,5,3,5,4,1,5,4,4060.632634,2.812473121,0.652787417,3.465260538,2.8125,3.539,100,5,2.812473121,0,3.465260538,4.361026751,,,,,,,,,,,,,,,,
321,320,1.159945055,4,5,3,2,4,1,5,4,4060.632634,2.467401406,0.57269475,3.040096156,2.4674,3.105,100,5,2.467401406,4.44089E-15,3.040096156,3.825957822,,,,,,,,,,,,,,,,
322,321,1.159945055,3,2,3,2,4,1,5,4,0,2.077508667,0.482198925,2.559707592,2.0775,2.615,100,5,2.077508667,3.9968E-15,2.559707592,3.221389319,,,,,,,,,,,,,,,,
323,322,5,2,3,4,4,5,1,5,5,3938.423671,3.040096156,0,3.040096156,3.0401,3.826,100,5,3.040096156,-3.9968E-15,3.040096156,3.825957822,,,,,,,,,,,,,,,,
324,323,1.159945055,3,2,3,1,4,1,5,4,3799.093956,2.368052993,0.549635545,2.917688538,1.8816,2.368,100,5,1.881648763,0.486404231,2.31838774,2.917688538,,,,,,,,,,,,,,,,
325,324,1.159945055,2,2,3,1,4,1,5,4,0,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
326,325,1.159945055,2,1,3,2,4,1,5,4,0,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
327,326,1.159945055,2,2,3,1,4,1,5,4,3795.45327,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
328,327,1.159945055,2,2,3,2,4,1,5,4,3857.350893,2.467401406,0.57269475,3.040096156,1.9606,2.467,100,5,1.960590754,0.506810652,2.415652516,3.040096156,,,,,,,,,,,,,,,,
329,328,1.159945055,2,2,3,1,4,1,5,4,3832.034192,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
330,329,1.159945055,2,1,3,1,4,1,5,4,0,1.608341914,0.373303252,1.981645166,1.6083,2.024,100,5,1.608341914,3.9968E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
331,330,1.159945055,1,1,3,2,4,1,5,4,0,1.608341914,0.373303252,1.981645166,1.6083,2.024,100,5,1.608341914,3.9968E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
332,331,1.159945055,1,1,3,2,4,1,5,4,0,1.608341914,0.373303252,1.981645166,1.6083,2.024,100,5,1.608341914,3.9968E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
333,332,1.159945055,1,1,3,1,4,1,5,4,0,1.456713332,0.33810959,1.794822921,1.4567,1.833,100,5,1.456713332,2.88658E-15,1.794822921,2.258782763,,,,,,,,,,,,,,,,
334,333,1.159945055,1,1,3,1,4,1,5,4,0,1.456713332,0.33810959,1.794822921,1.4567,1.833,100,5,1.456713332,2.88658E-15,1.794822921,2.258782763,,,,,,,,,,,,,,,,
335,334,1.159945055,1,1,3,1,4,1,5,4,0,1.456713332,0.33810959,1.794822921,1.4567,1.833,100,5,1.456713332,2.88658E-15,1.794822921,2.258782763,,,,,,,,,,,,,,,,
336,335,1.159945055,1,1,3,4,4,1,5,4,0,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
337,336,1.159945055,5,3,3,4,4,1,5,4,0,2.614542478,0.606846842,3.221389319,2.6145,3.29,100,5,2.614542478,0,3.221389319,4.054115078,,,,,,,,,,,,,,,,
338,337,1.159945055,4,3,3,3,4,1,5,4,0,2.430541403,0.564139381,2.994680784,2.4305,3.059,100,5,2.430541403,0,2.994680784,3.768802624,,,,,,,,,,,,,,,,
339,338,1.159945055,4,3,3,4,4,1,5,4,0,2.532511432,0.587807074,3.120318506,2.5325,3.187,100,5,2.532511432,-4.88498E-15,3.120318506,3.926917566,,,,,,,,,,,,,,,,
340,339,5,3,2,4,1,5,1,5,5,3927.411606,2.493898362,0,2.493898362,2.4939,3.139,100,5,2.493898362,0,2.493898362,3.138568472,,,,,,,,,,,,,,,,
341,340,1.159945055,1,1,3,5,4,1,5,4,0,1.833272199,0.425510564,2.258782763,1.8333,2.307,100,5,1.833272199,5.10703E-15,2.258782763,2.842675737,,,,,,,,,,,,,,,,
342,341,5,2,2,4,4,5,1,5,5,4254.931,2.869005799,0,2.869005799,2.869,3.611,100,5,2.869005799,3.9968E-15,2.869005799,3.610640788,,,,,,,,,,,,,,,,
343,342,5,1,1,4,4,5,1,5,5,4075.909231,2.353546894,0,2.353546894,2.3535,2.962,100,5,2.353546894,0,2.353546894,2.961936296,,,,,,,,,,,,,,,,
344,343,5,1,3,4,2,5,1,5,5,3956.926406,2.493898362,0,2.493898362,2.4939,3.139,100,5,2.493898362,0,2.493898362,3.138568472,,,,,,,,,,,,,,,,
345,344,5,2,3,4,3,5,1,5,5,3978.873626,2.917688538,0,2.917688538,2.9177,3.672,100,5,2.917688538,-5.32907E-15,2.917688538,3.671907964,,,,,,,,,,,,,,,,
346,345,5,2,3,4,3,5,1,5,5,3994.189987,2.917688538,0,2.917688538,2.9177,3.672,100,5,2.917688538,-5.32907E-15,2.917688538,3.671907964,,,,,,,,,,,,,,,,
347,346,5,2,2,4,3,5,1,5,5,3988.55228,2.75348703,0,2.75348703,2.7535,3.465,100,5,2.75348703,0,2.75348703,3.465260538,,,,,,,,,,,,,,,,
348,347,1.159945055,1,1,3,2,4,1,5,4,0,2.024096611,0.469801752,2.493898362,1.6083,2.024,100,5,1.608341914,0.415754697,1.981645166,2.493898362,,,,,,,,,,,,,,,,
349,348,1.159945055,2,4,3,2,4,1,5,4,0,2.724232019,0.632306268,3.356538286,2.1647,2.724,100,5,2.164667692,0.559564327,2.667096611,3.356538286,,,,,,,,,,,,,,,,
350,349,1.159945055,3,4,3,2,4,1,5,4,0,2.293755534,0.532390777,2.826146311,2.2938,2.887,100,5,2.293755534,0,2.826146311,3.556702167,,,,,,,,,,,,,,,,
351,350,1.159945055,3,4,3,2,4,1,5,4,3832.034192,2.886688933,0.670013234,3.556702167,2.2938,2.887,100,5,2.293755534,0.592933399,2.826146311,3.556702167,,,,,,,,,,,,,,,,
352,351,1.159945055,5,3,3,2,4,1,5,4,0,2.980192207,0.691715757,3.671907964,2.3681,2.98,100,5,2.368052993,0.612139214,2.917688538,3.671907964,,,,,,,,,,,,,,,,
353,352,1.159945055,5,3,3,5,4,1,5,4,0,2.699230606,0.62650333,3.325733936,2.6992,3.397,100,5,2.699230606,4.44089E-15,3.325733936,4.185432668,,,,,,,,,,,,,,,,
354,353,1.159945055,5,3,3,2,4,1,5,4,0,2.368052993,0.549635545,2.917688538,2.3681,2.98,100,5,2.368052993,0,2.917688538,3.671907964,,,,,,,,,,,,,,,,
355,354,1.159945055,5,3,3,2,4,1,5,4,0,2.368052993,0.549635545,2.917688538,2.3681,2.98,100,5,2.368052993,0,2.917688538,3.671907964,,,,,,,,,,,,,,,,
356,355,1.159945055,5,3,3,4,4,1,5,4,0,3.290398964,0.763716113,4.054115078,2.6145,3.29,100,5,2.614542478,0.675856487,3.221389319,4.054115078,,,,,,,,,,,,,,,,
357,356,5,2,2,4,4,5,1,5,5,4310.368011,2.869005799,0,2.869005799,2.869,3.611,100,5,2.869005799,3.9968E-15,2.869005799,3.610640788,,,,,,,,,,,,,,,,
358,357,5,1,2,4,5,5,1,5,5,0,2.682695795,0,2.682695795,2.6827,3.376,100,5,2.682695795,-5.77316E-15,2.682695795,3.376169843,,,,,,,,,,,,,,,,
359,358,5,1,1,4,3,5,1,5,5,9284.274348,2.258782763,0,2.258782763,2.2588,2.843,100,5,2.258782763,0,2.258782763,2.842675737,,,,,,,,,,,,,,,,
360,359,5,1,1,4,3,5,1,5,5,9362.336952,2.258782763,0,2.258782763,2.2588,2.843,100,5,2.258782763,0,2.258782763,2.842675737,,,,,,,,,,,,,,,,
361,360,5,1,1,4,3,5,1,5,5,9037.103881,2.258782763,0,2.258782763,2.2588,2.843,100,5,2.258782763,0,2.258782763,2.842675737,,,,,,,,,,,,,,,,
362,361,5,2,2,4,5,5,1,5,5,8656.887634,3.72759372,0,3.72759372,2.9619,3.728,100,5,2.961936296,0.765657424,2.961936296,3.72759372,,,,,,,,,,,,,,,,
363,362,5,2,2,4,2,5,1,5,5,8893.304146,3.270242805,0,3.270242805,2.5985,3.27,100,5,2.598526445,0.671716359,2.598526445,3.270242805,,,,,,,,,,,,,,,,
364,363,5,2,2,4,3,5,1,5,5,9009.677535,2.75348703,0,2.75348703,2.7535,3.465,100,5,2.75348703,0,2.75348703,3.465260538,,,,,,,,,,,,,,,,
365,364,5,2,2,4,4,5,1,5,5,9159.481425,2.869005799,0,2.869005799,2.869,3.611,100,5,2.869005799,3.9968E-15,2.869005799,3.610640788,,,,,,,,,,,,,,,,
366,365,5,2,2,4,1,5,1,5,5,8516.01664,2.353546894,0,2.353546894,2.3535,2.962,100,5,2.353546894,0,2.353546894,2.961936296,,,,,,,,,,,,,,,,
367,366,5,2,2,4,1,5,1,5,5,8423.163658,2.353546894,0,2.353546894,2.3535,2.962,100,5,2.353546894,0,2.353546894,2.961936296,,,,,,,,,,,,,,,,
368,367,5,2,2,4,3,5,1,5,5,8423.163658,3.465260538,0,3.465260538,2.7535,3.465,100,5,2.75348703,0.711773508,2.75348703,3.465260538,,,,,,,,,,,,,,,,
369,368,5,1,1,4,1,5,1,5,5,6456.311959,1.930697729,0,1.930697729,1.9307,2.43,100,5,1.930697729,0,1.930697729,2.429781066,,,,,,,,,,,,,,,,
370,369,5,2,2,4,2,5,1,5,5,5136.001413,2.598526445,0,2.598526445,2.5985,3.27,100,5,2.598526445,0,2.598526445,3.270242805,,,,,,,,,,,,,,,,
371,370,5,1,1,4,5,5,1,5,5,4411.831014,2.429781066,0,2.429781066,2.4298,3.058,100,5,2.429781066,0,2.429781066,3.057876922,,,,,,,,,,,,,,,,
372,371,5,2,2,4,1,5,1,5,5,4411.831014,2.353546894,0,2.353546894,2.3535,2.962,100,5,2.353546894,0,2.353546894,2.961936296,,,,,,,,,,,,,,,,
373,372,1.159945055,3,4,3,5,4,1,5,4,4156.236251,2.614542478,0.606846842,3.221389319,2.6145,3.29,100,5,2.614542478,0,3.221389319,4.054115078,,,,,,,,,,,,,,,,
374,373,1.159945055,3,4,3,5,4,1,5,4,3821.369767,2.614542478,0.606846842,3.221389319,2.6145,3.29,100,5,2.614542478,0,3.221389319,4.054115078,,,,,,,,,,,,,,,,
375,374,1.159945055,3,4,3,5,4,1,5,4,3741.489201,2.614542478,0.606846842,3.221389319,2.6145,3.29,100,5,2.614542478,0,3.221389319,4.054115078,,,,,,,,,,,,,,,,
376,375,1.159945055,3,4,3,1,4,1,5,4,3631.606663,2.077508667,0.482198925,2.559707592,2.0775,2.615,100,5,2.077508667,3.9968E-15,2.559707592,3.221389319,,,,,,,,,,,,,,,,
377,376,1.159945055,3,4,3,1,4,1,5,4,3706.102395,2.614542478,0.606846842,3.221389319,2.0775,2.615,100,5,2.077508667,0.53703381,2.559707592,3.221389319,,,,,,,,,,,,,,,,
378,377,1.159945055,4,5,3,4,4,1,5,4,3665.545767,2.724232019,0.632306268,3.356538286,2.7242,3.428,100,5,2.724232019,0,3.356538286,4.224199911,,,,,,,,,,,,,,,,
379,378,1.159945055,4,5,3,2,4,1,5,4,0,2.467401406,0.57269475,3.040096156,2.4674,3.105,100,5,2.467401406,4.44089E-15,3.040096156,3.825957822,,,,,,,,,,,,,,,,
380,379,1.159945055,4,5,3,5,4,1,5,4,3527.72733,2.812473121,0.652787417,3.465260538,2.8125,3.539,100,5,2.812473121,0,3.465260538,4.361026751,,,,,,,,,,,,,,,,
381,380,1.159945055,3,4,3,5,4,1,5,4,0,2.614542478,0.606846842,3.221389319,2.6145,3.29,100,5,2.614542478,0,3.221389319,4.054115078,,,,,,,,,,,,,,,,
382,381,1.159945055,2,4,3,2,4,1,5,4,4241.919772,2.164667692,0.502428919,2.667096611,2.1647,2.724,100,5,2.164667692,0,2.667096611,3.356538286,,,,,,,,,,,,,,,,
383,382,1.159945055,2,4,3,2,4,1,5,4,3917.872246,2.164667692,0.502428919,2.667096611,2.1647,2.724,100,5,2.164667692,0,2.667096611,3.356538286,,,,,,,,,,,,,,,,
384,383,1.159945055,2,4,3,2,4,1,5,4,0,2.164667692,0.502428919,2.667096611,2.1647,2.724,100,5,2.164667692,0,2.667096611,3.356538286,,,,,,,,,,,,,,,,
385,384,1.159945055,2,4,3,3,4,1,5,4,0,2.293755534,0.532390777,2.826146311,2.2938,2.887,100,5,2.293755534,0,2.826146311,3.556702167,,,,,,,,,,,,,,,,
386,385,1.159945055,4,3,3,5,4,1,5,4,0,2.614542478,0.606846842,3.221389319,2.6145,3.29,100,5,2.614542478,0,3.221389319,4.054115078,,,,,,,,,,,,,,,,
387,386,1.159945055,4,3,3,5,4,1,5,4,0,2.614542478,0.606846842,3.221389319,2.6145,3.29,100,5,2.614542478,0,3.221389319,4.054115078,,,,,,,,,,,,,,,,
388,387,1.159945055,3,3,3,2,4,1,5,4,0,2.201398866,0.510954387,2.712353253,2.2014,2.77,100,5,2.201398866,0,2.712353253,3.413493723,,,,,,,,,,,,,,,,
389,388,1.159945055,3,3,3,2,4,1,5,4,0,2.201398866,0.510954387,2.712353253,2.2014,2.77,100,5,2.201398866,0,2.712353253,3.413493723,,,,,,,,,,,,,,,,
390,389,1.159945055,3,3,3,1,4,1,5,4,3939.105853,1.993859047,0.46278348,2.456642527,1.9939,2.509,100,5,1.993859047,-1.9984E-15,2.456642527,3.091682043,,,,,,,,,,,,,,,,
391,390,1.159945055,3,3,3,1,4,1,5,4,3855.755086,2.509269519,0.582412524,3.091682043,1.9939,2.509,100,5,1.993859047,0.515410472,2.456642527,3.091682043,,,,,,,,,,,,,,,,
392,391,1.159945055,2,2,3,1,4,1,5,4,3877.603729,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
393,392,1.159945055,2,2,3,1,4,1,5,4,3864.449398,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
394,393,1.159945055,2,2,3,2,4,1,5,4,3864.009134,1.960590754,0.455061762,2.415652516,1.9606,2.467,100,5,1.960590754,-1.77636E-15,2.415652516,3.040096156,,,,,,,,,,,,,,,,
395,394,1.159945055,2,2,3,1,4,1,5,4,3854.428105,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
396,395,5,3,3,3,5,5,1,5,5,7669.686805,4.016908774,0,4.016908774,3.1918,4.017,100,5,3.191825287,0.825083487,3.191825287,4.016908774,,,,,,,,,,,,,,,,
397,396,5,2,2,3,3,5,1,5,5,8172.5949,2.642619554,0,2.642619554,2.6426,3.326,100,5,2.642619554,0,2.642619554,3.325733936,,,,,,,,,,,,,,,,
398,397,5,1,2,3,4,5,1,5,5,8375.899023,3.138568472,0,3.138568472,2.4939,3.139,100,5,2.493898362,0.64467011,2.493898362,3.138568472,,,,,,,,,,,,,,,,
399,398,5,1,2,3,4,5,1,5,5,8375.899023,2.493898362,0,2.493898362,2.4939,3.139,100,5,2.493898362,0,2.493898362,3.138568472,,,,,,,,,,,,,,,,
400,399,5,2,2,3,2,5,1,5,5,8593.000134,2.493898362,0,2.493898362,2.4939,3.139,100,5,2.493898362,0,2.493898362,3.138568472,,,,,,,,,,,,,,,,
401,400,5,2,2,4,2,5,1,5,5,9040.401214,2.598526445,0,2.598526445,2.5985,3.27,100,5,2.598526445,0,2.598526445,3.270242805,,,,,,,,,,,,,,,,
402,401,5,1,2,4,3,5,1,5,5,9505.166154,2.493898362,0,2.493898362,2.4939,3.139,100,5,2.493898362,0,2.493898362,3.138568472,,,,,,,,,,,,,,,,
403,402,5,2,2,4,2,5,1,5,5,9821.986358,2.598526445,0,2.598526445,2.5985,3.27,100,5,2.598526445,0,2.598526445,3.270242805,,,,,,,,,,,,,,,,
404,403,5,2,2,4,2,5,1,5,5,9829.893481,2.598526445,0,2.598526445,2.5985,3.27,100,5,2.598526445,0,2.598526445,3.270242805,,,,,,,,,,,,,,,,
405,404,5,3,3,4,2,5,1,5,5,9553.414655,2.917688538,0,2.917688538,2.9177,3.672,100,5,2.917688538,-5.32907E-15,2.917688538,3.671907964,,,,,,,,,,,,,,,,
406,405,5,4,3,4,3,5,1,5,5,9284.274348,3.221389319,0,3.221389319,3.2214,4.054,100,5,3.221389319,0,3.221389319,4.054115078,,,,,,,,,,,,,,,,
407,406,1.159945055,1,1,3,4,4,1,5,4,3800.431891,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
408,407,1.159945055,1,1,3,4,4,1,5,4,3773.461762,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
409,408,1.194448725,1,1,3,5,4,1,5,4,3695.621075,2.31685255,0.525823187,2.842675737,1.841,2.317,100,5,1.840965023,0.475887527,2.258782763,2.842675737,,,,,,,,,,,,,,,,
410,409,1.194448725,1,1,3,5,4,1,5,4,3648.425016,1.840965023,0.41781774,2.258782763,1.841,2.317,100,5,1.840965023,4.44089E-15,2.258782763,2.842675737,,,,,,,,,,,,,,,,
